old url,new url
http://research.dwp.gov.uk/asd/asd5/,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/agepositive.asp ,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/agepositive2010.asp,https://www.gov.uk/government/publications/older-workers-statistical-information-booklet-quarter-2-2010
http://research.dwp.gov.uk/asd/asd5/agepositive2011.asp,https://www.gov.uk/government/publications/older-workers-statistical-information-booklet-quarter-2-2011
http://research.dwp.gov.uk/asd/asd5/agepositiveindex.asp ,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/branch.asp ,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/forthcoming.asp ,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/framework_contacts.asp  ,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/framework_contract_notices.asp,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/ih2013-2014/ihr14.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/182872/ihr14.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/ihr2012-2013/ihr13.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/182854/ihr13.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_001.asp,https://www.gov.uk/government/publications/customer-experience-of-the-future-jobs-fund-in-house-research-no-1
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_002.asp,https://www.gov.uk/government/publications/evaluation-of-the-jobcentre-plus-intensive-activity-trial-in-house-research-no-2
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_003.asp,https://www.gov.uk/government/publications/early-impacts-of-the-european-social-fund-2007-to-2013-in-house-research-no-3
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_004.asp,https://www.gov.uk/government/publications/right-to-bid-letter-on-demand-evaluation-in-house-research-no-4
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_005.asp,https://www.gov.uk/government/publications/european-social-fund-operational-programme-2007-to-2013-synthesis-of-evidence-from-the-first-half-of-the-programme
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_006.asp,https://www.gov.uk/government/publications/work-choice-evaluation-in-house-research-no-6
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_007.asp,https://www.gov.uk/government/publications/attitudes-to-age-in-britain-201011-in-house-research-no-7
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_008.asp,https://www.gov.uk/government/publications/review-of-50-plus-works-good-practice-guide-and-toolkit-in-house-research-no-8
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_009.asp,https://www.gov.uk/government/publications/european-social-fund-2007-to-2010-in-house-research-no-9
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_010.asp,https://www.gov.uk/government/publications/supplementary-review-to-assess-the-impact-of-the-workplace-pension-reforms-on-household-savings-in-house-research-no10
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_011.asp ,https://www.gov.uk/government/publications/how-ready-is-jobcentre-plus-to-help-people-in-their-60s-find-work-ihr11
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_012.asp,https://www.gov.uk/government/publications/working-age-claimants-with-complex-needs-in-house-research-no-12
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_013.asp,https://www.gov.uk/government/publications/extending-working-life-sector-initiative
http://research.dwp.gov.uk/asd/asd5/report_abstracts/ihr_abstracts/ihr_014.asp,https://www.gov.uk/government/publications/understanding-material-deprivation-among-older-people-ihr14
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_709.asp,https://www.gov.uk/government/publications/european-social-fund-cohort-study-wave-2-rr709
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_779.asp,https://www.gov.uk/government/publications/understanding-the-worklessness-dynamics-and-characteristics-of-deprived-areas-rr779
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_780.asp,https://www.gov.uk/government/publications/an-evaluation-of-the-statement-of-fitness-for-work-qualitative-research-with-gps-rr780
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_781.asp,https://www.gov.uk/government/publications/the-introduction-of-jobcentre-plus-an-evaluation-of-labour-market-impacts-rr781
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_782.asp,https://www.gov.uk/government/publications/lone-parent-obligations-work-childcare-and-the-jobseekers-allowance-regime-rr782
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_783.asp,https://www.gov.uk/government/publications/city-strategy-final-evaluation-rr783
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_784.asp,https://www.gov.uk/government/publications/qualitative-study-of-offender-employment-review-final-report-rr784
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_785.asp,https://www.gov.uk/government/publications/investigating-the-triggers-into-claiming-pension-credit-rr785
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_786.asp,https://www.gov.uk/government/publications/active-at-60-final-report-of-local-evaluation-research-rr786
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_787.asp,https://www.gov.uk/government/publications/a-simpler-state-pension-a-qualitative-study-to-explore-1-option-for-reform-rr787
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_787.asp,https://www.gov.uk/government/publications/a-simpler-state-pension-a-qualitative-study-to-explore-1-option-for-reform-rr787
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_788.asp,https://www.gov.uk/government/publications/decision-making-on-employment-and-support-allowance-claims-rr788
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_789.asp,https://www.gov.uk/government/publications/pension-disability-and-carers-service-customer-survey-201011-annual-report-rr789
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_791.asp,https://www.gov.uk/government/publications/destinations-of-jobseekers-allowance-income-support-and-employment-and-supportallowance-leavers-2011-rr791
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_796.asp,https://www.gov.uk/government/publications/quantitative-evaluation-of-the-pension-credit-payment-study-rr796
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_817.asp,https://www.gov.uk/government/publications/evaluation-of-the-european-social-fund-innovation-transnational-and-mainstreaming-projects-rr-817
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_818.asp,https://www.gov.uk/government/publications/lone-parent-obligations-following-lone-parents-journeys-from-benefits-to-work-rr818
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_826.asp,https://www.gov.uk/government/publications/evaluation-of-employment-advisers-in-the-improving-access-to-psychological-therapies-programme-rr826
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_826.asp,https://www.gov.uk/government/publications/evaluation-of-employment-advisers-in-the-improving-access-to-psychological-therapies-programme-rr826
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_827.asp,https://www.gov.uk/government/publications/pensioner-poverty-and-material-deprivation-rr827
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_828.asp,https://www.gov.uk/government/publications/early-evaluation-of-the-youth-contract-wage-incentive-scheme-rr828
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_829.asp,https://www.gov.uk/government/publications/self-employment-tax-credits-and-the-move-to-universal-credit-rr829
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_830.asp,https://www.gov.uk/government/publications/employment-partnership-and-skills-rr830
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_832.asp,https://www.gov.uk/government/publications/work-programme-evaluation-procurement-supply-chains-and-implementation-of-the-commissioning-model-rr832
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_834.asp,https://www.gov.uk/government/publications/local-authority-insight-survey-wave-23-rr-834
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_838.asp,https://www.gov.uk/government/publications/monitoring-the-impact-of-changes-to-the-local-housing-allowance-system-of-housing-benefit-interim-report-rr-838
http://research.dwp.gov.uk/asd/asd5/report_abstracts/rr_abstracts/rra_839.asp,https://www.gov.uk/government/publications/direct-payments-demonstration-projects-learning-the-lessons-6-months-in-rr-839
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_076.asp,https://www.gov.uk/government/publications/understanding-employer-satisfaction-with-dwp-working-paper-no-76
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_077.asp,https://www.gov.uk/government/publications/non-participation-in-the-employment-retention-and-advancement-study-working-paper-no-77
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_078.asp,https://www.gov.uk/government/publications/evaluation-of-the-care-first-careers-pilot-working-paper-no-78
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_080.asp,https://www.gov.uk/government/publications/attitudes-towards-the-pensions-advisory-service-website-working-paper-no-80
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_081.asp,https://www.gov.uk/government/publications/retirement-outcomes-and-life-time-earnings-working-paper-no-81
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_082.asp,https://www.gov.uk/government/publications/the-impact-of-research-on-the-policy-process-working-paper-no-82
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_106.asp,https://www.gov.uk/government/publications/a-validation-of-the-methodology-used-in-the-department-for-work-and-pensions-ipen-model-working-paper-no106
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_111.asp,https://www.gov.uk/government/publications/journey-from-education-to-work
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_112.asp,https://www.gov.uk/government/publications/wellbeing-and-civil-society-estimating-the-value-of-volunteering-using-subjective-wellbeing-data-wp112
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_113.asp,https://www.gov.uk/government/publications/provider-led-pathways-to-work-net-impacts-on-employment-and-benefits
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_114.asp,https://www.gov.uk/government/publications/a-survey-of-childcare-and-work-decisions-among-families-with-children
http://research.dwp.gov.uk/asd/asd5/report_abstracts/wp_abstracts/wpa_117.asp,https://www.gov.uk/government/publications/analysis-of-pension-reform-scenarios-in-a-rational-world-an-application-of-the-nibax-behavioural-micro-simulation-model-wp117
http://research.dwp.gov.uk/asd/asd5/report_subjects/subjects.asp,https://www.gov.uk/government/organisations/department-for-work-pensions/about/research
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep649appendices.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/138985/rrep649appendices.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep657appendices.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/138994/rrep657appendices.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep665.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139002/rrep665.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep666.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139003/rrep666.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep669.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139006/rrep669.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep670.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139007/rrep670.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep670techapp.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139008/rrep670techapp.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep671.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139009/rrep671.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep672.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139010/rrep672.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep675.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139013/rrep675.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep676.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139014/rrep676.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep677.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139015/rrep677.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep678.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139016/rrep678.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep679.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139017/rrep679.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep680.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139018/rrep680.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep681.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139019/rrep681.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep682.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139020/rrep682.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep683.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139021/rrep683.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep685techapp.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139024/rrep685techapp.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep686.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139025/rrep686.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep687.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139026/rrep687.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep688.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139027/rrep688.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep689.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139028/rrep689.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep690.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139029/rrep690.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep691techapp.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139031/rrep691techapp.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep692.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139032/rrep692.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep694.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139034/rrep694.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep694appendix.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/193708/rrep694appendix.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep696.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139037/rrep696.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep697.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139038/rrep697.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep699.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139042/rrep699.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep699techapp.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/193888/rrep699techapp.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep700.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139044/rrep700.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep702.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139047/rrep702.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep703.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139048/rrep703.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep704.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139049/rrep704.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep706.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139051/rrep706.pdf.pdf
http://research.dwp.gov.uk/asd/asd5/rports2009-2010/rrep707.pdf,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/139052/rrep707.pdf.pdf
